LONG_EAST,LAT_NORTH, TOPOGRAPHY,            UTC         
138.90816, -5.85970,   -1037.26,1999-03-05T11:57:24.941
138.90883, -5.85460,   -1003.84,1999-03-05T11:57:24.841
138.90950, -5.84950,   -1002.13,1999-03-05T11:57:24.741
138.91017, -5.84440,   -1048.25,1999-03-05T11:57:24.641
138.91085, -5.83930,   -1125.92,1999-03-05T11:57:24.541
138.92851, -5.70670,   -1350.36,1999-03-05T11:57:21.941
138.92919, -5.70160,   -1350.48,1999-03-05T11:57:21.841
138.92987, -5.69650,   -1356.90,1999-03-05T11:57:21.741
138.93056, -5.69140,   -1366.29,1999-03-05T11:57:21.641
138.93124, -5.68630,   -1369.72,1999-03-05T11:57:21.541
138.94542, -5.57910,   -1193.86,1999-03-05T11:57:19.441
138.94609, -5.57400,   -1120.50,1999-03-05T11:57:19.341
138.94676, -5.56890,   -1037.08,1999-03-05T11:57:19.241
138.94742, -5.56380,   -1033.01,1999-03-05T11:57:19.141
138.94809, -5.55870,   -1046.13,1999-03-05T11:57:19.041
138.95788, -5.48190,   -1275.26,1999-03-05T11:57:17.541
138.95853, -5.47680,   -1319.88,1999-03-05T11:57:17.441
138.95919, -5.47170,   -1360.17,1999-03-05T11:57:17.341
138.95985, -5.46660,   -1397.60,1999-03-05T11:57:17.241
138.96050, -5.46150,   -1410.74,1999-03-05T11:57:17.141
138.97438, -5.35420,   -1310.81,1999-03-05T11:57:15.041
138.97508, -5.34910,   -1315.61,1999-03-05T11:57:14.941
138.97642, -5.33890,   -1362.34,1999-03-05T11:57:14.741
138.99781, -5.17570,   -1695.88,1999-03-05T11:57:11.540
138.99847, -5.17060,   -1677.23,1999-03-05T11:57:11.440
138.99914, -5.16550,   -1616.13,1999-03-05T11:57:11.340
138.99980, -5.16040,   -1581.10,1999-03-05T11:57:11.240
139.00047, -5.15530,   -1567.96,1999-03-05T11:57:11.140
139.01037, -5.07870,   -1452.13,1999-03-05T11:57:09.640
139.01103, -5.07360,   -1448.11,1999-03-05T11:57:09.540
139.01169, -5.06850,   -1435.32,1999-03-05T11:57:09.440
139.01235, -5.06340,   -1409.30,1999-03-05T11:57:09.340
139.01302, -5.05830,   -1376.30,1999-03-05T11:57:09.240
138.28790, -6.16640,   -2312.62,1999-02-28T21:04:20.618
138.28857, -6.17150,   -2289.27,1999-02-28T21:04:20.518
138.28924, -6.17660,   -2271.58,1999-02-28T21:04:20.418
138.28992, -6.18160,   -2256.05,1999-02-28T21:04:20.318
138.29059, -6.18670,   -2240.93,1999-02-28T21:04:20.218
138.29792, -6.24280,   -2109.24,1999-02-28T21:04:19.118
138.29859, -6.24790,   -2075.27,1999-02-28T21:04:19.018
138.29926, -6.25300,   -2024.92,1999-02-28T21:04:18.918
138.29992, -6.25810,   -1971.45,1999-02-28T21:04:18.818
138.30059, -6.26320,   -1907.90,1999-02-28T21:04:18.718
138.32051, -6.41600,    -750.28,1999-02-28T21:04:15.718
138.32116, -6.42110,    -752.80,1999-02-28T21:04:15.618
138.32181, -6.42620,    -732.27,1999-02-28T21:04:15.518
138.32246, -6.43130,    -718.89,1999-02-28T21:04:15.418
138.33289, -6.51280,    -334.02,1999-02-28T21:04:13.818
138.33224, -6.50770,    -418.86,1999-02-28T21:04:13.918
138.33159, -6.50260,    -504.55,1999-02-28T21:04:14.018
138.33094, -6.49750,    -549.23,1999-02-28T21:04:14.118
138.33029, -6.49240,    -557.71,1999-02-28T21:04:14.218
138.30991, -6.33450,   -1145.69,1999-02-28T21:04:17.318
138.30924, -6.32940,   -1163.42,1999-02-28T21:04:17.418
138.30857, -6.32430,   -1178.21,1999-02-28T21:04:17.518
138.30791, -6.31920,   -1202.25,1999-02-28T21:04:17.618
138.30724, -6.31410,   -1229.56,1999-02-28T21:04:17.718
138.28722, -6.16130,   -2334.38,1999-02-28T21:04:20.718
138.28655, -6.15620,   -2357.36,1999-02-28T21:04:20.818
138.28588, -6.15110,   -2371.18,1999-02-28T21:04:20.918
138.28520, -6.14600,   -2386.90,1999-02-28T21:04:21.018
138.28453, -6.14090,   -2402.81,1999-02-28T21:04:21.118
139.01631, -5.03280,   -1121.33,1999-03-05T11:57:08.740
139.01564, -5.03790,   -1148.66,1999-03-05T11:57:08.840
139.01498, -5.04300,   -1201.46,1999-03-05T11:57:08.940
139.01434, -5.04810,   -1277.86,1999-03-05T11:57:09.040
139.00376, -5.12980,   -1562.14,1999-03-05T11:57:10.640
139.00310, -5.13490,   -1547.10,1999-03-05T11:57:10.740
139.00243, -5.14000,   -1589.12,1999-03-05T11:57:10.840
139.00177, -5.14510,   -1573.70,1999-03-05T11:57:10.940
138.98379, -5.28290,   -1546.88,1999-03-05T11:57:13.641
138.98312, -5.28800,   -1536.67,1999-03-05T11:57:13.741
138.98245, -5.29310,   -1527.17,1999-03-05T11:57:13.841
138.98178, -5.29820,   -1515.99,1999-03-05T11:57:13.941
138.98111, -5.30330,   -1492.52,1999-03-05T11:57:14.041
138.96377, -5.43590,   -1432.48,1999-03-05T11:57:16.641
138.96311, -5.44100,   -1427.84,1999-03-05T11:57:16.741
138.96245, -5.44610,   -1421.40,1999-03-05T11:57:16.841
138.96178, -5.45120,   -1421.68,1999-03-05T11:57:16.941
138.96116, -5.45640,   -1420.16,1999-03-05T11:57:17.041
138.93808, -5.63530,   -1392.35,1999-03-05T11:57:20.541
138.93741, -5.64040,   -1395.64,1999-03-05T11:57:20.641
138.93674, -5.64550,   -1397.14,1999-03-05T11:57:20.741
138.93607, -5.65060,   -1398.48,1999-03-05T11:57:20.841
138.93541, -5.65570,   -1401.87,1999-03-05T11:57:20.941
138.91421, -5.81380,   -1141.15,1999-03-05T11:57:24.041
138.91353, -5.81890,   -1150.79,1999-03-05T11:57:24.141
138.91286, -5.82400,   -1132.81,1999-03-05T11:57:24.241
138.91219, -5.82910,   -1127.84,1999-03-05T11:57:24.341
138.91152, -5.83420,   -1158.61,1999-03-05T11:57:24.441
138.89509, -5.96210,    -576.54,1999-03-05T11:57:26.941
138.89447, -5.96720,    -596.61,1999-03-05T11:57:27.041
138.89381, -5.97230,    -586.93,1999-03-05T11:57:27.141
138.89314, -5.97740,    -583.49,1999-03-05T11:57:27.241
138.32638, -6.46190,    -587.05,1999-02-28T21:04:14.818
138.32572, -6.45680,    -614.91,1999-02-28T21:04:14.918
138.32507, -6.45170,    -616.54,1999-02-28T21:04:15.018
138.32442, -6.44660,    -627.68,1999-02-28T21:04:15.118
138.32377, -6.44150,    -624.13,1999-02-28T21:04:15.218
138.30325, -6.28350,   -1525.71,1999-02-28T21:04:18.318
138.30258, -6.27840,   -1581.32,1999-02-28T21:04:18.418
138.30192, -6.27330,   -1719.05,1999-02-28T21:04:18.518
138.30125, -6.26820,   -1817.25,1999-02-28T21:04:18.618
138.28049, -6.11030,   -2460.64,1999-02-28T21:04:21.718
138.27982, -6.10520,   -2482.18,1999-02-28T21:04:21.818
138.27914, -6.10020,   -2492.44,1999-02-28T21:04:21.918
138.27847, -6.09510,   -2504.36,1999-02-28T21:04:22.018
138.27780, -6.09000,   -2513.08,1999-02-28T21:04:22.118
138.26029, -5.95760,   -2802.59,1999-02-28T21:04:24.718
138.25961, -5.95250,   -2814.39,1999-02-28T21:04:24.818
138.25894, -5.94740,   -2838.56,1999-02-28T21:04:24.918
138.25827, -5.94230,   -2857.72,1999-02-28T21:04:25.018
138.25759, -5.93720,   -2876.73,1999-02-28T21:04:25.118
138.23673, -5.77960,   -3258.49,1999-02-28T21:04:28.218
138.23606, -5.77450,   -3263.26,1999-02-28T21:04:28.318
138.23540, -5.76940,   -3266.02,1999-02-28T21:04:28.418
138.23473, -5.76430,   -3267.32,1999-02-28T21:04:28.518
139.02297, -4.98180,   -1190.35,1999-03-05T11:57:07.740
139.02230, -4.98690,   -1210.44,1999-03-05T11:57:07.840
139.02164, -4.99200,   -1201.99,1999-03-05T11:57:07.940
139.02097, -4.99710,   -1173.70,1999-03-05T11:57:08.040
139.02030, -5.00220,   -1128.69,1999-03-05T11:57:08.140
139.00706, -5.10430,   -1523.39,1999-03-05T11:57:10.140
139.00640, -5.10940,   -1524.96,1999-03-05T11:57:10.240
139.00574, -5.11450,   -1532.00,1999-03-05T11:57:10.340
139.00508, -5.11960,   -1545.00,1999-03-05T11:57:10.440
139.00442, -5.12470,   -1549.40,1999-03-05T11:57:10.540
138.98714, -5.25740,   -1661.25,1999-03-05T11:57:13.141
138.98647, -5.26250,   -1632.46,1999-03-05T11:57:13.241
138.98580, -5.26760,   -1608.42,1999-03-05T11:57:13.341
138.98513, -5.27270,   -1580.20,1999-03-05T11:57:13.441
138.98446, -5.27780,   -1555.80,1999-03-05T11:57:13.541
138.96709, -5.41040,   -1430.48,1999-03-05T11:57:16.141
138.96643, -5.41550,   -1428.17,1999-03-05T11:57:16.241
138.96576, -5.42060,   -1422.00,1999-03-05T11:57:16.341
138.96510, -5.42570,   -1422.41,1999-03-05T11:57:16.441
138.96444, -5.43080,   -1432.13,1999-03-05T11:57:16.541
138.94142, -5.60970,   -1363.84,1999-03-05T11:57:20.041
138.94075, -5.61480,   -1372.34,1999-03-05T11:57:20.141
138.94008, -5.62000,   -1380.45,1999-03-05T11:57:20.241
138.93941, -5.62510,   -1387.59,1999-03-05T11:57:20.341
138.32311, -6.43640,    -676.69,1999-02-28T21:04:15.318
138.62451, -6.24010,    -803.76,1999-05-02T13:17:10.617
138.62518, -6.24530,    -714.49,1999-05-02T13:17:10.517
138.62584, -6.25040,    -679.03,1999-05-02T13:17:10.417
138.62651, -6.25550,    -738.89,1999-05-02T13:17:10.317
138.62717, -6.26060,    -750.54,1999-05-02T13:17:10.217
138.64771, -6.41890,     148.99,1999-05-02T13:17:07.117
138.64838, -6.42400,     146.08,1999-05-02T13:17:07.017
138.64904, -6.42910,      99.67,1999-05-02T13:17:06.917
138.64970, -6.43420,      66.44,1999-05-02T13:17:06.817
138.65037, -6.43930,      51.73,1999-05-02T13:17:06.717
137.73452, -5.70670,   -3266.37,1999-04-15T14:25:19.148
137.73519, -5.70160,   -3265.00,1999-04-15T14:25:19.048
137.73586, -5.69650,   -3262.06,1999-04-15T14:25:18.948
137.73652, -5.69150,   -3252.48,1999-04-15T14:25:18.848
137.73719, -5.68640,   -3238.63,1999-04-15T14:25:18.748
137.75116, -5.57970,   -3097.90,1999-04-15T14:25:16.648
137.75183, -5.57460,   -3086.59,1999-04-15T14:25:16.548
137.75249, -5.56950,   -3078.12,1999-04-15T14:25:16.448
137.75316, -5.56440,   -3077.18,1999-04-15T14:25:16.348
137.75382, -5.55930,   -3071.91,1999-04-15T14:25:16.248
137.76437, -5.47790,   -2724.80,1999-04-15T14:25:14.648
137.76503, -5.47280,   -2698.62,1999-04-15T14:25:14.548
137.76568, -5.46770,   -2633.48,1999-04-15T14:25:14.448
137.76700, -5.45750,   -2559.37,1999-04-15T14:25:14.248
139.13549, -5.68530,     179.94,1999-03-15T06:14:48.277
139.13616, -5.69030,     132.15,1999-03-15T06:14:48.177
139.13682, -5.69540,     111.69,1999-03-15T06:14:48.077
139.13748, -5.70050,      99.39,1999-03-15T06:14:47.977
139.13815, -5.70560,      92.89,1999-03-15T06:14:47.877
139.15541, -5.83770,     123.20,1999-03-15T06:14:45.277
139.15608, -5.84280,     135.80,1999-03-15T06:14:45.177
139.15674, -5.84790,     149.06,1999-03-15T06:14:45.077
139.15741, -5.85300,     154.79,1999-03-15T06:14:44.977
139.15807, -5.85810,     175.28,1999-03-15T06:14:44.877
138.68758, -5.68820,   -2483.92,1999-03-08T01:39:39.202
138.68825, -5.69330,   -2467.07,1999-03-08T01:39:39.102
138.68892, -5.69840,   -2438.51,1999-03-08T01:39:39.002
138.68959, -5.70350,   -2411.48,1999-03-08T01:39:38.902
138.69027, -5.70850,   -2389.24,1999-03-08T01:39:38.802
138.70706, -5.83560,   -1987.26,1999-03-08T01:39:36.302
138.70773, -5.84070,   -1933.19,1999-03-08T01:39:36.202
138.70840, -5.84580,   -1902.23,1999-03-08T01:39:36.102
138.70974, -5.85590,   -1794.33,1999-03-08T01:39:35.902
138.73036, -6.01370,   -1391.22,1999-03-08T01:39:32.801
138.73102, -6.01880,   -1395.04,1999-03-08T01:39:32.701
138.73169, -6.02380,   -1364.77,1999-03-08T01:39:32.601
138.73235, -6.02890,   -1324.64,1999-03-08T01:39:32.501
138.73301, -6.03400,   -1312.82,1999-03-08T01:39:32.401
138.75030, -6.16650,    -700.11,1999-03-08T01:39:29.801
138.75096, -6.17160,    -681.44,1999-03-08T01:39:29.701
138.75163, -6.17670,    -707.72,1999-03-08T01:39:29.601
138.75229, -6.18180,    -692.60,1999-03-08T01:39:29.501
138.75296, -6.18690,    -666.54,1999-03-08T01:39:29.401
138.76024, -6.24300,     162.93,1999-03-08T01:39:28.301
138.76090, -6.24810,     214.02,1999-03-08T01:39:28.201
138.76157, -6.25320,     263.63,1999-03-08T01:39:28.101
138.76223, -6.25830,     335.24,1999-03-08T01:39:28.001
138.85548, -6.26290,     181.83,1999-03-05T11:57:32.841
138.85615, -6.25780,     187.12,1999-03-05T11:57:32.741
138.85682, -6.25270,     195.53,1999-03-05T11:57:32.641
138.85749, -6.24760,     202.01,1999-03-05T11:57:32.541
138.85816, -6.24250,     210.45,1999-03-05T11:57:32.441
138.86550, -6.18640,     355.13,1999-03-05T11:57:31.341
138.86616, -6.18130,     357.29,1999-03-05T11:57:31.241
138.86683, -6.17620,     372.27,1999-03-05T11:57:31.141
138.86750, -6.17110,     400.81,1999-03-05T11:57:31.041
138.86822, -6.16600,     436.37,1999-03-05T11:57:30.941
138.88582, -6.03360,    -488.63,1999-03-05T11:57:28.341
138.88648, -6.02850,    -399.96,1999-03-05T11:57:28.241
138.88715, -6.02340,    -406.40,1999-03-05T11:57:28.141
138.88781, -6.01830,    -487.44,1999-03-05T11:57:28.041
138.88848, -6.01320,    -546.67,1999-03-05T11:57:27.941
138.24413, -5.83550,   -3209.09,1999-02-28T21:04:27.118
138.24480, -5.84060,   -3189.02,1999-02-28T21:04:27.018
138.24547, -5.84570,   -3182.44,1999-02-28T21:04:26.918
138.24615, -5.85080,   -3179.26,1999-02-28T21:04:26.818
138.24682, -5.85590,   -3167.57,1999-02-28T21:04:26.718
138.26769, -6.01360,   -2655.69,1999-02-28T21:04:23.618
138.26837, -6.01870,   -2670.46,1999-02-28T21:04:23.518
138.26904, -6.02380,   -2646.81,1999-02-28T21:04:23.418
138.26971, -6.02890,   -2641.28,1999-02-28T21:04:23.318
138.27039, -6.03390,   -2638.96,1999-02-28T21:04:23.218
139.41952, -5.46960,    -487.42,1999-03-12T16:32:24.118
139.42019, -5.46450,    -492.01,1999-03-12T16:32:24.018
139.42086, -5.45940,    -498.03,1999-03-12T16:32:23.918
139.43492, -5.35220,    -622.44,1999-03-12T16:32:21.818
139.43559, -5.34710,    -614.75,1999-03-12T16:32:21.718
139.43626, -5.34200,    -598.96,1999-03-12T16:32:21.618
139.43693, -5.33690,    -559.04,1999-03-12T16:32:21.518
139.43760, -5.33170,    -561.09,1999-03-12T16:32:21.418
138.83313, -6.43680,    -109.03,1999-03-05T11:57:36.241
138.83379, -6.43170,    -120.68,1999-03-05T11:57:36.141
138.83446, -6.42660,    -125.58,1999-03-05T11:57:36.041
138.24076, -5.81010,   -3256.43,1999-02-28T21:04:27.618
138.24143, -5.81520,   -3247.01,1999-02-28T21:04:27.518
138.24211, -5.82030,   -3233.65,1999-02-28T21:04:27.418
138.24278, -5.82540,   -3223.13,1999-02-28T21:04:27.318
138.24345, -5.83040,   -3217.57,1999-02-28T21:04:27.218
138.26096, -5.96270,   -2792.30,1999-02-28T21:04:24.618
138.26163, -5.96780,   -2775.06,1999-02-28T21:04:24.518
138.26231, -5.97290,   -2752.48,1999-02-28T21:04:24.418
138.26298, -5.97790,   -2738.76,1999-02-28T21:04:24.318
138.26365, -5.98300,   -2721.31,1999-02-28T21:04:24.218
139.03366, -4.90020,   -1109.37,1999-03-05T11:57:06.140
139.03433, -4.89510,   -1137.85,1999-03-05T11:57:06.040
139.03500, -4.89000,   -1173.93,1999-03-05T11:57:05.940
139.03567, -4.88490,   -1200.60,1999-03-05T11:57:05.840
139.03634, -4.87980,   -1212.29,1999-03-05T11:57:05.740
139.04703, -4.79820,    -902.98,1999-03-05T11:57:04.140
139.04770, -4.79310,    -982.17,1999-03-05T11:57:04.040
139.04837, -4.78800,   -1005.38,1999-03-05T11:57:03.940
139.04904, -4.78290,   -1003.16,1999-03-05T11:57:03.840
139.04971, -4.77780,    -982.70,1999-03-05T11:57:03.740
139.05640, -4.72670,    -953.88,1999-03-05T11:57:02.740
138.19164, -5.43310,   -2916.87,1999-02-28T21:04:35.018
138.19230, -5.43820,   -2923.84,1999-02-28T21:04:34.918
138.19362, -5.44840,   -2880.40,1999-02-28T21:04:34.718
138.19428, -5.45350,   -2949.63,1999-02-28T21:04:34.618
138.21809, -5.63700,   -3319.24,1999-02-28T21:04:31.018
138.21875, -5.64210,   -3306.27,1999-02-28T21:04:30.918
138.21942, -5.64720,   -3306.02,1999-02-28T21:04:30.818
138.22008, -5.65230,   -3305.13,1999-02-28T21:04:30.718
138.22075, -5.65740,   -3307.93,1999-02-28T21:04:30.618
138.09890, -4.72580,   -3468.98,1999-02-28T21:04:48.919
138.15236, -5.13270,   -1948.13,1999-02-28T21:04:40.919
138.15303, -5.13770,   -1985.48,1999-02-28T21:04:40.819
138.15371, -5.14280,   -2012.27,1999-02-28T21:04:40.719
138.15438, -5.14790,   -2009.14,1999-02-28T21:04:40.619
138.15505, -5.15300,   -2029.59,1999-02-28T21:04:40.519
138.17240, -5.28530,   -2653.17,1999-02-28T21:04:37.919
138.17306, -5.29040,   -2656.87,1999-02-28T21:04:37.819
138.17373, -5.29550,   -2649.11,1999-02-28T21:04:37.719
138.17440, -5.30060,   -2673.29,1999-02-28T21:04:37.619
138.17506, -5.30570,   -2700.41,1999-02-28T21:04:37.519
138.10622, -4.78180,   -3322.98,1999-02-28T21:04:47.819
138.10689, -4.78690,   -3337.35,1999-02-28T21:04:47.719
138.10755, -4.79200,   -3335.63,1999-02-28T21:04:47.619
138.10822, -4.79710,   -3336.33,1999-02-28T21:04:47.519
138.10888, -4.80220,   -3329.28,1999-02-28T21:04:47.419
138.11952, -4.88350,   -2378.56,1999-02-28T21:04:45.819
138.93875, -5.63020,   -1390.93,1999-03-05T11:57:20.441
138.92092, -5.76270,   -1015.50,1999-03-05T11:57:23.041
138.92024, -5.76780,    -972.74,1999-03-05T11:57:23.141
138.91957, -5.77290,    -999.98,1999-03-05T11:57:23.241
138.91890, -5.77800,   -1044.56,1999-03-05T11:57:23.341
138.91823, -5.78320,   -1073.32,1999-03-05T11:57:23.441
138.89837, -5.93650,    -716.51,1999-03-05T11:57:26.441
138.89771, -5.94160,    -636.66,1999-03-05T11:57:26.541
139.03701, -4.87470,   -1222.77,1999-03-05T11:57:05.640
139.03768, -4.86960,   -1225.85,1999-03-05T11:57:05.540
139.03835, -4.86450,   -1226.98,1999-03-05T11:57:05.440
139.03902, -4.85940,   -1217.31,1999-03-05T11:57:05.340
139.03968, -4.85430,   -1193.03,1999-03-05T11:57:05.240
139.05038, -4.77270,    -945.98,1999-03-05T11:57:03.640
139.05104, -4.76760,    -872.16,1999-03-05T11:57:03.540
139.05171, -4.76250,    -856.04,1999-03-05T11:57:03.440
139.05238, -4.75740,    -832.48,1999-03-05T11:57:03.340
139.05305, -4.75230,    -866.96,1999-03-05T11:57:03.240
139.05975, -4.70120,   -1215.64,1999-03-05T11:57:02.240
138.21476, -5.61150,   -3317.16,1999-02-28T21:04:31.518
138.21542, -5.61660,   -3312.41,1999-02-28T21:04:31.418
138.21609, -5.62170,   -3316.01,1999-02-28T21:04:31.318
138.21675, -5.62680,   -3318.37,1999-02-28T21:04:31.218
138.21742, -5.63190,   -3319.41,1999-02-28T21:04:31.118
138.10289, -4.75640,   -3362.13,1999-02-28T21:04:48.319
138.10356, -4.76150,   -3302.28,1999-02-28T21:04:48.219
138.14900, -5.10720,   -1922.58,1999-02-28T21:04:41.419
138.14967, -5.11230,   -1935.42,1999-02-28T21:04:41.319
138.15034, -5.11740,   -1932.15,1999-02-28T21:04:41.219
138.15101, -5.12250,   -1945.12,1999-02-28T21:04:41.119
138.15169, -5.12760,   -1938.60,1999-02-28T21:04:41.019
138.16907, -5.25990,   -2599.77,1999-02-28T21:04:38.419
138.16973, -5.26500,   -2608.58,1999-02-28T21:04:38.319
138.17040, -5.27010,   -2623.39,1999-02-28T21:04:38.219
138.17107, -5.27520,   -2632.20,1999-02-28T21:04:38.119
138.17173, -5.28030,   -2643.65,1999-02-28T21:04:38.019
138.18834, -5.40760,   -2887.91,1999-02-28T21:04:35.518
138.18900, -5.41270,   -2902.36,1999-02-28T21:04:35.418
138.18966, -5.41780,   -2904.49,1999-02-28T21:04:35.318
138.19032, -5.42290,   -2897.42,1999-02-28T21:04:35.218
138.19098, -5.42800,   -2902.52,1999-02-28T21:04:35.118
138.10422, -4.76660,   -3259.68,1999-02-28T21:04:48.119
138.10489, -4.77170,   -3269.73,1999-02-28T21:04:48.019
138.10555, -4.77680,   -3264.61,1999-02-28T21:04:47.919
138.11554, -4.85300,   -2952.39,1999-02-28T21:04:46.419
138.11620, -4.85810,   -2859.26,1999-02-28T21:04:46.319
138.11686, -4.86320,   -2758.75,1999-02-28T21:04:46.219
138.33616, -6.53830,     -15.99,1999-02-28T21:04:13.318
138.33550, -6.53320,     -80.70,1999-02-28T21:04:13.418
138.33485, -6.52810,    -128.11,1999-02-28T21:04:13.518
138.33420, -6.52300,    -177.02,1999-02-28T21:04:13.618
138.33355, -6.51790,    -256.14,1999-02-28T21:04:13.718
138.31324, -6.36000,   -1041.52,1999-02-28T21:04:16.818
138.31257, -6.35490,   -1094.74,1999-02-28T21:04:16.918
138.31190, -6.34980,   -1113.26,1999-02-28T21:04:17.018
138.31124, -6.34470,   -1120.51,1999-02-28T21:04:17.118
138.28318, -6.13070,   -2426.20,1999-02-28T21:04:21.318
138.28251, -6.12560,   -2433.54,1999-02-28T21:04:21.418
138.28116, -6.11540,   -2449.22,1999-02-28T21:04:21.618
138.25692, -5.93220,   -2895.59,1999-02-28T21:04:25.218
138.25625, -5.92710,   -2914.27,1999-02-28T21:04:25.318
138.25557, -5.92200,   -2935.34,1999-02-28T21:04:25.418
138.25490, -5.91690,   -2963.23,1999-02-28T21:04:25.518
138.25423, -5.91180,   -2993.16,1999-02-28T21:04:25.618
138.23407, -5.75920,   -3270.86,1999-02-28T21:04:28.618
138.23340, -5.75410,   -3307.02,1999-02-28T21:04:28.718
138.23273, -5.74900,   -3308.35,1999-02-28T21:04:28.818
138.23207, -5.74390,   -3320.54,1999-02-28T21:04:28.918
138.23140, -5.73880,   -3319.38,1999-02-28T21:04:29.018
138.21409, -5.60640,   -3321.77,1999-02-28T21:04:31.618
138.21342, -5.60130,   -3325.41,1999-02-28T21:04:31.718
138.21276, -5.59620,   -3318.44,1999-02-28T21:04:31.818
138.21209, -5.59120,   -3315.99,1999-02-28T21:04:31.918
138.21142, -5.58610,   -3313.14,1999-02-28T21:04:32.018
138.18439, -5.37700,   -2827.30,1999-02-28T21:04:36.118
138.18372, -5.37190,   -2827.05,1999-02-28T21:04:36.218
138.18306, -5.36680,   -2819.61,1999-02-28T21:04:36.318
138.18239, -5.36170,   -2808.60,1999-02-28T21:04:36.418
138.18172, -5.35660,   -2801.03,1999-02-28T21:04:36.518
138.16507, -5.22930,   -2428.18,1999-02-28T21:04:39.019
138.16440, -5.22420,   -2441.77,1999-02-28T21:04:39.119
138.16374, -5.21920,   -2434.54,1999-02-28T21:04:39.219
138.16307, -5.21410,   -2428.04,1999-02-28T21:04:39.319
138.16241, -5.20900,   -2429.16,1999-02-28T21:04:39.419
138.14832, -5.10220,   -1908.12,1999-02-28T21:04:41.519
138.14765, -5.09710,   -1885.73,1999-02-28T21:04:41.619
138.14698, -5.09200,   -1845.87,1999-02-28T21:04:41.719
138.14630, -5.08690,   -1795.08,1999-02-28T21:04:41.819
138.14563, -5.08180,   -1750.30,1999-02-28T21:04:41.919
138.12817, -4.94960,   -1464.24,1999-02-28T21:04:44.519
138.12750, -4.94460,   -1497.40,1999-02-28T21:04:44.619
138.12684, -4.93950,   -1534.12,1999-02-28T21:04:44.719
138.12617, -4.93440,   -1572.71,1999-02-28T21:04:44.819
138.12551, -4.92930,   -1633.42,1999-02-28T21:04:44.919
138.50310, -5.31220,   -2400.26,1999-05-02T13:17:28.818
138.50377, -5.31730,   -2405.84,1999-05-02T13:17:28.718
138.50444, -5.32240,   -2402.53,1999-05-02T13:17:28.618
138.50512, -5.32750,   -2365.23,1999-05-02T13:17:28.518
138.51248, -5.38350,   -2482.32,1999-05-02T13:17:27.418
138.51314, -5.38860,   -2505.50,1999-05-02T13:17:27.318
138.51380, -5.39370,   -2504.27,1999-05-02T13:17:27.218
138.51447, -5.39880,   -2506.47,1999-05-02T13:17:27.118
138.51513, -5.40390,   -2518.35,1999-05-02T13:17:27.018
138.53228, -5.53670,   -2666.20,1999-05-02T13:17:24.418
138.53294, -5.54180,   -2668.86,1999-05-02T13:17:24.318
138.53360, -5.54690,   -2657.42,1999-05-02T13:17:24.218
138.53426, -5.55200,   -2696.29,1999-05-02T13:17:24.118
138.53491, -5.55710,   -2683.48,1999-05-02T13:17:24.018
138.54817, -5.65910,   -2460.36,1999-05-02T13:17:22.018
138.54884, -5.66420,   -2480.41,1999-05-02T13:17:21.918
138.54950, -5.66930,   -2484.83,1999-05-02T13:17:21.818
138.55017, -5.67440,   -2486.63,1999-05-02T13:17:21.718
138.55083, -5.67950,   -2488.46,1999-05-02T13:17:21.618
138.56545, -5.79180,   -2353.08,1999-05-02T13:17:19.417
138.56612, -5.79690,   -2285.91,1999-05-02T13:17:19.317
138.56679, -5.80200,   -2322.22,1999-05-02T13:17:19.217
138.56746, -5.80710,   -2337.47,1999-05-02T13:17:19.117
138.57483, -5.86320,   -2339.21,1999-05-02T13:17:18.017
138.57550, -5.86830,   -2337.17,1999-05-02T13:17:17.917
138.57617, -5.87330,   -2331.77,1999-05-02T13:17:17.817
138.57684, -5.87840,   -2317.72,1999-05-02T13:17:17.717
138.57751, -5.88350,   -2304.16,1999-05-02T13:17:17.617
138.59161, -5.99060,   -1986.53,1999-05-02T13:17:15.517
138.59228, -5.99570,   -1972.31,1999-05-02T13:17:15.417
138.59295, -6.00080,   -1944.76,1999-05-02T13:17:15.317
138.59363, -6.00590,   -1912.60,1999-05-02T13:17:15.217
138.59430, -6.01100,   -1911.62,1999-05-02T13:17:15.117
138.60103, -6.06190,   -1827.01,1999-05-02T13:17:14.117
138.60171, -6.06690,   -1823.41,1999-05-02T13:17:14.017
138.60238, -6.07200,   -1822.11,1999-05-02T13:17:13.917
138.60305, -6.07710,   -1824.86,1999-05-02T13:17:13.817
138.60373, -6.08220,   -1841.51,1999-05-02T13:17:13.717
138.61787, -6.18910,   -1242.70,1999-05-02T13:17:11.617
138.61853, -6.19420,   -1174.13,1999-05-02T13:17:11.517
138.61920, -6.19930,   -1121.82,1999-05-02T13:17:11.417
138.61986, -6.20440,   -1080.77,1999-05-02T13:17:11.317
138.62053, -6.20950,   -1048.93,1999-05-02T13:17:11.217
138.62119, -6.21460,   -1018.68,1999-05-02T13:17:11.117
138.62185, -6.21970,   -1067.72,1999-05-02T13:17:11.017
138.62252, -6.22480,   -1077.74,1999-05-02T13:17:10.917
138.62318, -6.22990,    -993.60,1999-05-02T13:17:10.817
138.11753, -4.86830,   -2658.75,1999-02-28T21:04:46.119
138.11819, -4.87340,   -2562.27,1999-02-28T21:04:46.019
138.13217, -4.98020,   -1373.57,1999-02-28T21:04:43.919
