LONG_EAST,LAT_NORTH, TOPOGRAPHY,            UTC         
138.87362, -6.12530,     724.97,1999-03-05T11:57:30.141
138.87295, -6.13040,     668.98,1999-03-05T11:57:30.241
138.87227, -6.13550,     630.44,1999-03-05T11:57:30.341
138.84567, -6.33970,     168.13,1999-03-05T11:57:34.341
138.84501, -6.34480,     105.61,1999-03-05T11:57:34.441
138.84435, -6.34990,      90.00,1999-03-05T11:57:34.541
138.84370, -6.35500,      96.77,1999-03-05T11:57:34.641
138.84304, -6.36010,      16.28,1999-03-05T11:57:34.741
138.82231, -6.51830,     -68.15,1999-03-05T11:57:37.841
138.82163, -6.52340,     -72.65,1999-03-05T11:57:37.941
138.82095, -6.52850,     -77.85,1999-03-05T11:57:38.041
138.82027, -6.53360,     -78.83,1999-03-05T11:57:38.141
138.79867, -6.53820,     -99.03,1999-03-08T01:39:22.501
138.79800, -6.53310,    -140.29,1999-03-08T01:39:22.601
138.79733, -6.52810,    -152.16,1999-03-08T01:39:22.701
138.79666, -6.52300,    -157.55,1999-03-08T01:39:22.801
138.79598, -6.51790,    -164.28,1999-03-08T01:39:22.901
138.77542, -6.36010,    -122.36,1999-03-08T01:39:26.001
138.77476, -6.35500,    -111.87,1999-03-08T01:39:26.101
138.77410, -6.34990,     -98.73,1999-03-08T01:39:26.201
138.77344, -6.34480,     -75.46,1999-03-08T01:39:26.301
138.77278, -6.33970,     -42.86,1999-03-08T01:39:26.401
138.74631, -6.13600,    -809.81,1999-03-08T01:39:30.401
138.74564, -6.13090,    -795.18,1999-03-08T01:39:30.501
138.74498, -6.12580,    -828.08,1999-03-08T01:39:30.601
138.74431, -6.12070,    -925.45,1999-03-08T01:39:30.701
138.74365, -6.11560,   -1045.37,1999-03-08T01:39:30.801
138.71971, -5.93230,   -1223.91,1999-03-08T01:39:34.402
138.71904, -5.92720,   -1241.19,1999-03-08T01:39:34.502
138.71838, -5.92210,   -1294.72,1999-03-08T01:39:34.602
138.71772, -5.91700,   -1320.82,1999-03-08T01:39:34.702
138.71705, -5.91190,   -1322.73,1999-03-08T01:39:34.802
138.69632, -5.75430,   -2272.08,1999-03-08T01:39:37.902
138.69564, -5.74920,   -2290.09,1999-03-08T01:39:38.002
138.69497, -5.74410,   -2304.20,1999-03-08T01:39:38.102
138.69430, -5.73900,   -2315.37,1999-03-08T01:39:38.202
138.67688, -5.60690,   -2587.84,1999-03-08T01:39:40.802
138.67622, -5.60180,   -2596.09,1999-03-08T01:39:40.902
138.67555, -5.59670,   -2580.22,1999-03-08T01:39:41.002
137.71259, -6.02380,   -3184.04,1999-06-12T15:44:00.860
137.71192, -6.01870,   -3187.08,1999-06-12T15:44:00.960
137.71125, -6.01360,   -3195.23,1999-06-12T15:44:01.060
137.69051, -5.85570,   -3331.31,1999-06-12T15:44:04.160
137.68984, -5.85060,   -3332.09,1999-06-12T15:44:04.260
137.68918, -5.84550,   -3336.90,1999-06-12T15:44:04.360
137.68851, -5.84040,   -3343.42,1999-06-12T15:44:04.460
137.68785, -5.83530,   -3346.11,1999-06-12T15:44:04.560
137.67121, -5.70790,   -3292.24,1999-06-12T15:44:07.060
137.58575, -5.05500,   -1686.74,1999-06-12T15:44:19.861
139.15043, -6.41910,     148.70,1999-05-09T17:52:06.149
139.15110, -6.42420,     190.84,1999-05-09T17:52:06.049
139.15177, -6.42930,     188.56,1999-05-09T17:52:05.949
139.15244, -6.43440,     163.11,1999-05-09T17:52:05.849
139.15310, -6.43950,     122.82,1999-05-09T17:52:05.749
137.85409, -4.90830,     -31.36,1999-06-10T02:02:15.425
137.85343, -4.91340,      46.68,1999-06-10T02:02:15.525
137.85276, -4.91850,     117.38,1999-06-10T02:02:15.625
137.85207, -4.92360,     185.62,1999-06-10T02:02:15.725
137.83465, -5.05620,      92.03,1999-06-10T02:02:18.325
137.83398, -5.06130,      77.83,1999-06-10T02:02:18.425
137.83331, -5.06640,      75.45,1999-06-10T02:02:18.525
137.83264, -5.07150,      71.03,1999-06-10T02:02:18.625
137.83197, -5.07650,      75.55,1999-06-10T02:02:18.725
137.82135, -5.15800,     -13.11,1999-06-10T02:02:20.325
137.82069, -5.16310,     -17.15,1999-06-10T02:02:20.425
137.82003, -5.16820,     -17.06,1999-06-10T02:02:20.525
137.81871, -5.17840,     -24.03,1999-06-10T02:02:20.725
137.83539, -4.92760,     236.55,1999-04-15T14:25:03.848
137.83606, -4.92250,     189.62,1999-04-15T14:25:03.748
137.83672, -4.91740,     123.95,1999-04-15T14:25:03.648
137.83738, -4.91230,      51.29,1999-04-15T14:25:03.548
137.83805, -4.90720,     -28.29,1999-04-15T14:25:03.448
139.38898, -5.70440,    -473.42,1999-03-12T16:32:28.718
139.38965, -5.69930,    -475.96,1999-03-12T16:32:28.618
139.39032, -5.69420,    -470.97,1999-03-12T16:32:28.518
139.39099, -5.68910,    -460.39,1999-03-12T16:32:28.418
139.39167, -5.68400,    -442.27,1999-03-12T16:32:28.318
139.40494, -5.58190,    -413.99,1999-03-12T16:32:26.318
139.40560, -5.57680,    -413.47,1999-03-12T16:32:26.218
139.40626, -5.57170,    -415.99,1999-03-12T16:32:26.118
139.40693, -5.56660,    -411.70,1999-03-12T16:32:26.018
139.40759, -5.56150,    -420.96,1999-03-12T16:32:25.918
139.41818, -5.47980,    -463.24,1999-03-12T16:32:24.318
139.41885, -5.47470,    -470.24,1999-03-12T16:32:24.218
137.65439, -5.58030,   -3334.37,1999-06-12T15:44:09.560
137.65371, -5.57520,   -3328.76,1999-06-12T15:44:09.660
137.82299, -5.02440,     277.06,1999-04-15T14:25:05.748
137.79598, -5.23330,     -61.58,1999-04-15T14:25:09.848
137.79532, -5.23840,     -66.76,1999-04-15T14:25:09.948
137.79465, -5.24350,     -64.89,1999-04-15T14:25:10.048
137.79399, -5.24860,     -51.98,1999-04-15T14:25:10.148
137.79333, -5.25370,     -48.71,1999-04-15T14:25:10.248
137.76044, -5.50840,   -2903.52,1999-04-15T14:25:15.248
137.75978, -5.51350,   -2931.99,1999-04-15T14:25:15.348
137.75912, -5.51860,   -2969.66,1999-04-15T14:25:15.448
137.75847, -5.52370,   -2982.78,1999-04-15T14:25:15.548
137.75781, -5.52880,   -3017.85,1999-04-15T14:25:15.648
137.71063, -5.89020,   -3312.63,1999-04-15T14:25:22.749
137.70997, -5.89530,   -3312.26,1999-04-15T14:25:22.849
137.70930, -5.90040,   -3311.30,1999-04-15T14:25:22.949
137.70864, -5.90550,   -3310.50,1999-04-15T14:25:23.049
137.64931, -6.36410,   -1730.21,1999-04-15T14:25:32.049
137.64864, -6.36920,   -1691.41,1999-04-15T14:25:32.149
137.64797, -6.37430,   -1652.12,1999-04-15T14:25:32.249
137.64731, -6.37940,   -1615.86,1999-04-15T14:25:32.349
137.64664, -6.38450,   -1561.05,1999-04-15T14:25:32.449
137.62600, -6.54250,    -446.43,1999-04-15T14:25:35.549
137.62533, -6.54760,    -445.30,1999-04-15T14:25:35.649
137.62467, -6.55270,    -417.16,1999-04-15T14:25:35.749
137.62400, -6.55780,    -369.51,1999-04-15T14:25:35.849
137.62335, -6.56290,    -304.51,1999-04-15T14:25:35.949
138.66631, -6.56180,    -244.79,1999-05-02T13:17:04.317
138.66565, -6.55670,    -232.98,1999-05-02T13:17:04.417
138.66498, -6.55160,    -198.57,1999-05-02T13:17:04.517
138.66432, -6.54650,    -124.71,1999-05-02T13:17:04.617
138.66365, -6.54140,     -63.79,1999-05-02T13:17:04.717
138.64373, -6.38830,     184.69,1999-05-02T13:17:07.717
138.64306, -6.38320,     183.02,1999-05-02T13:17:07.817
138.64240, -6.37810,     183.60,1999-05-02T13:17:07.917
138.64174, -6.37300,     189.50,1999-05-02T13:17:08.017
138.64108, -6.36790,     203.28,1999-05-02T13:17:08.117
138.58087, -5.90900,   -2228.56,1999-05-02T13:17:17.117
138.58020, -5.90390,   -2235.08,1999-05-02T13:17:17.217
138.57953, -5.89880,   -2247.47,1999-05-02T13:17:17.317
138.57885, -5.89370,   -2268.92,1999-05-02T13:17:17.417
138.57818, -5.88860,   -2289.78,1999-05-02T13:17:17.517
138.53162, -5.53160,   -2686.00,1999-05-02T13:17:24.518
138.53096, -5.52650,   -2718.29,1999-05-02T13:17:24.618
138.53030, -5.52140,   -2726.63,1999-05-02T13:17:24.718
138.52898, -5.51110,   -2694.22,1999-05-02T13:17:24.918
138.49503, -5.25110,   -2458.43,1999-05-02T13:17:30.018
138.49436, -5.24600,   -2470.39,1999-05-02T13:17:30.118
138.49368, -5.24090,   -2476.96,1999-05-02T13:17:30.218
138.67488, -5.59160,   -2585.87,1999-03-08T01:39:41.102
138.67422, -5.58650,   -2579.01,1999-03-08T01:39:41.202
138.64708, -5.37780,   -3115.35,1999-03-08T01:39:45.302
138.64643, -5.37270,   -3117.64,1999-03-08T01:39:45.402
138.64577, -5.36760,   -3120.54,1999-03-08T01:39:45.502
138.64512, -5.36250,   -3120.10,1999-03-08T01:39:45.602
138.64446, -5.35740,   -3121.21,1999-03-08T01:39:45.702
138.62797, -5.23000,   -2997.42,1999-03-08T01:39:48.202
138.62730, -5.22490,   -3059.21,1999-03-08T01:39:48.302
138.62663, -5.21980,   -3140.21,1999-03-08T01:39:48.402
138.62597, -5.21470,   -3249.21,1999-03-08T01:39:48.502
138.62530, -5.20960,   -3302.51,1999-03-08T01:39:48.602
138.61122, -5.10260,   -3894.09,1999-03-08T01:39:50.702
138.61054, -5.09750,   -3893.35,1999-03-08T01:39:50.802
138.60987, -5.09240,   -3886.60,1999-03-08T01:39:50.902
138.60920, -5.08730,   -3869.12,1999-03-08T01:39:51.002
138.60853, -5.08220,   -3870.72,1999-03-08T01:39:51.102
138.59107, -4.95000,   -4053.97,1999-03-08T01:39:53.702
138.59039, -4.94500,   -4046.16,1999-03-08T01:39:53.802
138.58972, -4.93990,   -4040.14,1999-03-08T01:39:53.902
138.58905, -4.93480,   -3994.31,1999-03-08T01:39:54.002
138.58838, -4.92970,   -4018.65,1999-03-08T01:39:54.102
138.56498, -4.75190,   -4074.66,1999-03-08T01:39:57.602
138.56432, -4.74690,   -4057.39,1999-03-08T01:39:57.702
138.56365, -4.74180,   -4047.32,1999-03-08T01:39:57.802
138.56299, -4.73670,   -4048.03,1999-03-08T01:39:57.902
138.56232, -4.73160,   -4027.05,1999-03-08T01:39:58.002
138.55169, -4.65040,   -3837.68,1999-03-08T01:39:59.602
138.55103, -4.64530,   -3813.64,1999-03-08T01:39:59.702
138.55036, -4.64020,   -3796.24,1999-03-08T01:39:59.802
138.54970, -4.63510,   -3804.12,1999-03-08T01:39:59.902
138.54903, -4.63000,   -3791.40,1999-03-08T01:40:00.002
138.54504, -4.59950,   -3628.25,1999-03-08T01:40:00.603
139.43425, -5.35730,    -624.78,1999-03-12T16:32:21.918
139.43358, -5.36240,    -606.86,1999-03-12T16:32:22.018
139.43291, -5.36750,    -581.19,1999-03-12T16:32:22.118
139.43224, -5.37260,    -565.55,1999-03-12T16:32:22.218
139.43157, -5.37770,    -550.59,1999-03-12T16:32:22.318
139.40362, -5.59210,    -373.11,1999-03-12T16:32:26.518
139.40295, -5.59720,    -356.27,1999-03-12T16:32:26.618
139.40229, -5.60230,    -350.00,1999-03-12T16:32:26.718
139.40163, -5.60740,    -362.95,1999-03-12T16:32:26.818
139.38495, -5.73500,    -445.40,1999-03-12T16:32:29.318
139.38428, -5.74010,    -433.20,1999-03-12T16:32:29.418
139.38361, -5.74520,    -425.79,1999-03-12T16:32:29.518
139.38294, -5.75030,    -419.10,1999-03-12T16:32:29.618
139.38227, -5.75550,    -414.76,1999-03-12T16:32:29.718
138.76882, -6.30920,     348.14,1999-03-08T01:39:27.001
138.76816, -6.30410,     417.14,1999-03-08T01:39:27.101
138.76751, -6.29910,     411.94,1999-03-08T01:39:27.201
138.76685, -6.29400,     447.07,1999-03-08T01:39:27.301
138.76620, -6.28890,     531.87,1999-03-08T01:39:27.401
138.73634, -6.05950,   -1398.35,1999-03-08T01:39:31.901
138.73568, -6.05440,   -1398.61,1999-03-08T01:39:32.001
138.73501, -6.04930,   -1392.54,1999-03-08T01:39:32.101
138.73435, -6.04420,   -1379.84,1999-03-08T01:39:32.201
138.73368, -6.03910,   -1336.00,1999-03-08T01:39:32.301
138.69363, -5.73400,   -2331.90,1999-03-08T01:39:38.302
138.69296, -5.72890,   -2340.44,1999-03-08T01:39:38.402
138.69228, -5.72380,   -2355.86,1999-03-08T01:39:38.502
138.69161, -5.71870,   -2365.28,1999-03-08T01:39:38.602
138.69094, -5.71360,   -2376.80,1999-03-08T01:39:38.702
138.66360, -5.50510,   -2626.26,1999-03-08T01:39:42.802
138.66294, -5.50000,   -2640.90,1999-03-08T01:39:42.902
138.66227, -5.49490,   -2650.00,1999-03-08T01:39:43.002
138.66161, -5.48980,   -2639.68,1999-03-08T01:39:43.102
138.66095, -5.48470,   -2622.18,1999-03-08T01:39:43.202
138.62464, -5.20450,   -3297.97,1999-03-08T01:39:48.702
138.62397, -5.19940,   -3330.09,1999-03-08T01:39:48.802
138.62330, -5.19430,   -3331.53,1999-03-08T01:39:48.902
138.62263, -5.18930,   -3260.31,1999-03-08T01:39:49.002
138.59443, -4.97540,   -4057.65,1999-03-08T01:39:53.202
138.59375, -4.97030,   -4062.76,1999-03-08T01:39:53.302
138.59308, -4.96530,   -4057.80,1999-03-08T01:39:53.402
138.59241, -4.96020,   -4072.09,1999-03-08T01:39:53.502
138.59174, -4.95510,   -4057.46,1999-03-08T01:39:53.602
138.57363, -4.81800,   -4132.45,1999-03-08T01:39:56.302
138.57296, -4.81290,   -4118.47,1999-03-08T01:39:56.402
138.57230, -4.80780,   -4114.39,1999-03-08T01:39:56.502
138.57163, -4.80270,   -4114.78,1999-03-08T01:39:56.602
138.54837, -4.62500,   -3779.44,1999-03-08T01:40:00.102
138.54770, -4.61990,   -3757.54,1999-03-08T01:40:00.202
138.54704, -4.61480,   -3729.01,1999-03-08T01:40:00.302
138.54637, -4.60970,   -3692.37,1999-03-08T01:40:00.403
138.54571, -4.60460,   -3641.65,1999-03-08T01:40:00.503
139.41753, -5.48490,    -468.98,1999-03-12T16:32:24.418
139.41687, -5.49000,    -479.51,1999-03-12T16:32:24.518
139.41621, -5.49510,    -464.04,1999-03-12T16:32:24.618
139.41554, -5.50020,    -440.47,1999-03-12T16:32:24.718
139.41488, -5.50530,    -438.77,1999-03-12T16:32:24.818
139.38830, -5.70950,    -468.00,1999-03-12T16:32:28.818
139.38763, -5.71460,    -458.75,1999-03-12T16:32:28.918
139.38696, -5.71970,    -448.76,1999-03-12T16:32:29.018
139.38629, -5.72480,    -441.82,1999-03-12T16:32:29.118
137.65304, -5.57010,   -3322.40,1999-06-12T15:44:09.760
137.65237, -5.56500,   -3320.20,1999-06-12T15:44:09.860
137.70995, -6.01400,   -3193.79,1999-06-10T02:02:37.126
137.70927, -6.01910,   -3184.92,1999-06-10T02:02:37.226
137.70859, -6.02420,   -3185.27,1999-06-10T02:02:37.326
137.70791, -6.02930,   -3180.65,1999-06-10T02:02:37.426
137.70723, -6.03440,   -3157.10,1999-06-10T02:02:37.526
137.68976, -6.16690,   -2965.68,1999-06-10T02:02:40.126
137.68910, -6.17200,   -2929.23,1999-06-10T02:02:40.226
137.68845, -6.17710,   -2870.56,1999-06-10T02:02:40.326
137.68779, -6.18220,   -2832.50,1999-06-10T02:02:40.426
137.68713, -6.18730,   -2807.03,1999-06-10T02:02:40.526
137.68056, -6.23840,   -2418.66,1999-06-10T02:02:41.526
137.67991, -6.24350,   -2351.23,1999-06-10T02:02:41.626
137.67860, -6.25380,   -2202.15,1999-06-10T02:02:41.826
137.67795, -6.25890,   -2146.64,1999-06-10T02:02:41.926
137.65739, -6.41700,   -1129.76,1999-06-10T02:02:45.026
137.65672, -6.42210,   -1088.82,1999-06-10T02:02:45.126
137.65605, -6.42720,   -1025.02,1999-06-10T02:02:45.226
137.65539, -6.43230,    -928.77,1999-06-10T02:02:45.326
137.65472, -6.43730,    -823.25,1999-06-10T02:02:45.426
137.65169, -5.55980,   -3323.59,1999-06-12T15:44:09.960
137.64099, -5.47810,   -3096.67,1999-06-12T15:44:11.560
137.64032, -5.47300,   -3068.63,1999-06-12T15:44:11.660
137.63965, -5.46790,   -3057.40,1999-06-12T15:44:11.760
137.63899, -5.46280,   -3062.58,1999-06-12T15:44:11.860
137.76668, -6.43690,   -1213.16,1999-06-12T15:43:52.760
137.76601, -6.43180,   -1224.96,1999-06-12T15:43:52.860
137.76534, -6.42670,   -1214.37,1999-06-12T15:43:52.960
137.76467, -6.42160,   -1207.93,1999-06-12T15:43:53.060
137.76400, -6.41650,   -1239.00,1999-06-12T15:43:53.160
139.05691, -5.70520,     418.23,1999-05-09T17:52:20.149
139.05625, -5.70010,     392.94,1999-05-09T17:52:20.249
139.05559, -5.69500,     339.43,1999-05-09T17:52:20.349
139.05492, -5.68990,     326.95,1999-05-09T17:52:20.449
139.05426, -5.68480,     395.43,1999-05-09T17:52:20.549
139.04102, -5.58280,    -863.39,1999-05-09T17:52:22.550
139.04036, -5.57770,    -899.39,1999-05-09T17:52:22.650
139.03970, -5.57260,    -944.00,1999-05-09T17:52:22.750
139.03903, -5.56750,    -986.59,1999-05-09T17:52:22.850
139.02775, -5.48080,   -1001.40,1999-05-09T17:52:24.550
139.02709, -5.47570,    -963.25,1999-05-09T17:52:24.650
139.02642, -5.47060,    -939.75,1999-05-09T17:52:24.750
139.02576, -5.46550,    -952.92,1999-05-09T17:52:24.850
139.02509, -5.46040,    -941.29,1999-05-09T17:52:24.950
139.01113, -5.35340,   -1058.51,1999-05-09T17:52:27.050
139.01046, -5.34830,   -1019.99,1999-05-09T17:52:27.150
139.36147, -5.91360,     -27.20,1999-03-12T16:32:32.818
139.36080, -5.91870,      -6.79,1999-03-12T16:32:32.918
139.36013, -5.92380,       8.13,1999-03-12T16:32:33.018
139.35946, -5.92890,      18.83,1999-03-12T16:32:33.118
139.35879, -5.93400,      33.35,1999-03-12T16:32:33.218
139.33540, -6.11260,    -131.02,1999-03-12T16:32:36.719
139.33475, -6.11770,     -61.53,1999-03-12T16:32:36.819
139.33409, -6.12280,     -37.73,1999-03-12T16:32:36.919
139.33343, -6.12790,       0.41,1999-03-12T16:32:37.019
139.30566, -6.34250,     148.54,1999-03-12T16:32:41.219
139.30499, -6.34770,     217.28,1999-03-12T16:32:41.319
139.30431, -6.35280,     249.83,1999-03-12T16:32:41.419
139.30364, -6.35790,     231.72,1999-03-12T16:32:41.519
139.30297, -6.36300,     235.73,1999-03-12T16:32:41.619
139.28285, -6.51610,     181.77,1999-03-12T16:32:44.619
139.28219, -6.52120,     184.89,1999-03-12T16:32:44.719
139.28152, -6.52640,     191.53,1999-03-12T16:32:44.819
139.28086, -6.53150,     189.89,1999-03-12T16:32:44.919
139.28019, -6.53660,     179.03,1999-03-12T16:32:45.019
139.24735, -6.54030,     228.22,1999-03-15T06:14:31.476
139.24669, -6.53520,     242.78,1999-03-15T06:14:31.576
139.24603, -6.53010,     233.97,1999-03-15T06:14:31.676
139.24537, -6.52500,     255.12,1999-03-15T06:14:31.776
139.24471, -6.51990,     279.63,1999-03-15T06:14:31.876
139.22434, -6.36200,     -34.91,1999-03-15T06:14:34.977
139.22369, -6.35690,      -9.57,1999-03-15T06:14:35.077
139.22303, -6.35180,     -27.03,1999-03-15T06:14:35.177
139.22237, -6.34670,     -43.44,1999-03-15T06:14:35.277
139.22171, -6.34160,     -45.42,1999-03-15T06:14:35.377
139.19450, -6.13270,     135.27,1999-03-15T06:14:39.477
139.19383, -6.12760,     171.39,1999-03-15T06:14:39.577
139.19316, -6.12250,     211.31,1999-03-15T06:14:39.677
139.19249, -6.11740,     259.10,1999-03-15T06:14:39.777
139.19182, -6.11230,     263.40,1999-03-15T06:14:39.877
139.16812, -5.93430,     256.16,1999-03-15T06:14:43.377
139.16745, -5.92920,     249.39,1999-03-15T06:14:43.477
139.16677, -5.92410,     243.96,1999-03-15T06:14:43.577
139.16610, -5.91900,     237.68,1999-03-15T06:14:43.677
139.16543, -5.91400,     237.20,1999-03-15T06:14:43.777
139.14479, -5.75650,     145.97,1999-03-15T06:14:46.877
139.14412, -5.75140,     197.97,1999-03-15T06:14:46.977
139.14346, -5.74630,     162.53,1999-03-15T06:14:47.077
139.14280, -5.74120,     116.13,1999-03-15T06:14:47.177
139.14213, -5.73610,     101.08,1999-03-15T06:14:47.277
139.12487, -5.60360,     108.63,1999-03-15T06:14:49.877
139.12421, -5.59850,     101.79,1999-03-15T06:14:49.977
139.12355, -5.59340,     100.81,1999-03-15T06:14:50.077
137.70111, -6.08020,   -3118.86,1999-06-10T02:02:38.426
137.70043, -6.08530,   -3107.37,1999-06-10T02:02:38.526
137.68648, -6.19240,   -2764.90,1999-06-10T02:02:40.626
137.68582, -6.19750,   -2726.66,1999-06-10T02:02:40.726
137.68516, -6.20270,   -2686.22,1999-06-10T02:02:40.826
137.68450, -6.20780,   -2640.31,1999-06-10T02:02:40.926
137.68385, -6.21290,   -2604.40,1999-06-10T02:02:41.026
137.68319, -6.21800,   -2572.04,1999-06-10T02:02:41.126
137.68253, -6.22310,   -2543.53,1999-06-10T02:02:41.226
137.68188, -6.22820,   -2505.49,1999-06-10T02:02:41.326
137.68122, -6.23330,   -2466.58,1999-06-10T02:02:41.426
137.78673, -6.59000,     336.01,1999-06-12T15:43:49.760
137.78606, -6.58490,     180.43,1999-06-12T15:43:49.860
137.78540, -6.57980,      54.39,1999-06-12T15:43:49.960
137.76333, -6.41140,   -1329.74,1999-06-12T15:43:53.260
137.76266, -6.40630,   -1400.97,1999-06-12T15:43:53.360
137.76199, -6.40120,   -1451.25,1999-06-12T15:43:53.460
137.76132, -6.39610,   -1505.01,1999-06-12T15:43:53.560
137.76065, -6.39100,   -1541.75,1999-06-12T15:43:53.660
137.65102, -5.55470,   -3321.33,1999-06-12T15:44:10.060
137.65031, -5.54960,   -3315.61,1999-06-12T15:44:10.160
137.64964, -5.54450,   -3310.48,1999-06-12T15:44:10.260
137.64898, -5.53940,   -3302.65,1999-06-12T15:44:10.360
137.64831, -5.53430,   -3290.61,1999-06-12T15:44:10.460
137.63177, -5.40670,   -2931.18,1999-06-12T15:44:12.960
137.63111, -5.40160,   -2874.14,1999-06-12T15:44:13.060
137.63046, -5.39650,   -2862.87,1999-06-12T15:44:13.160
137.62980, -5.39140,   -2852.16,1999-06-12T15:44:13.260
137.62914, -5.38630,   -2796.74,1999-06-12T15:44:13.360
137.62192, -5.33010,   -2116.54,1999-06-12T15:44:14.460
137.62125, -5.32500,   -2018.81,1999-06-12T15:44:14.561
137.62059, -5.31990,   -1893.34,1999-06-12T15:44:14.661
137.61992, -5.31480,   -1754.94,1999-06-12T15:44:14.761
137.61926, -5.30970,   -1579.63,1999-06-12T15:44:14.861
137.75585, -5.66240,   -3210.84,1999-06-10T02:02:30.225
137.75519, -5.66750,   -3216.74,1999-06-10T02:02:30.325
137.75453, -5.67250,   -3216.98,1999-06-10T02:02:30.425
137.75386, -5.67760,   -3218.86,1999-06-10T02:02:30.525
137.75320, -5.68270,   -3224.75,1999-06-10T02:02:30.625
137.74002, -5.78470,   -3306.15,1999-06-10T02:02:32.626
137.73936, -5.78980,   -3307.67,1999-06-10T02:02:32.726
137.73870, -5.79490,   -3310.46,1999-06-10T02:02:32.826
137.73804, -5.80000,   -3314.88,1999-06-10T02:02:32.926
137.73738, -5.80510,   -3316.35,1999-06-10T02:02:33.026
137.73015, -5.86120,   -3323.09,1999-06-10T02:02:34.126
137.72948, -5.86630,   -3321.05,1999-06-10T02:02:34.226
137.72882, -5.87140,   -3316.84,1999-06-10T02:02:34.326
139.12288, -5.58830,     105.06,1999-03-15T06:14:50.177
139.12222, -5.58320,     118.40,1999-03-15T06:14:50.277
139.09568, -5.37950,    -771.76,1999-03-15T06:14:54.277
139.09501, -5.37440,    -728.30,1999-03-15T06:14:54.377
139.09435, -5.36930,    -661.24,1999-03-15T06:14:54.477
139.09369, -5.36420,    -570.62,1999-03-15T06:14:54.577
139.09303, -5.35920,    -473.74,1999-03-15T06:14:54.677
139.07567, -5.22690,    -624.32,1999-03-15T06:14:57.277
139.07500, -5.22180,    -639.13,1999-03-15T06:14:57.377
139.07433, -5.21670,    -645.30,1999-03-15T06:14:57.477
139.07366, -5.21160,    -674.64,1999-03-15T06:14:57.577
139.07299, -5.20660,    -706.03,1999-03-15T06:14:57.677
139.05888, -5.09980,    -644.98,1999-03-15T06:14:59.778
139.05821, -5.09470,    -659.09,1999-03-15T06:14:59.878
139.05754, -5.08960,    -695.64,1999-03-15T06:14:59.978
139.05687, -5.08450,    -735.86,1999-03-15T06:15:00.078
139.05620, -5.07940,    -769.01,1999-03-15T06:15:00.178
139.03943, -4.95240,   -1188.06,1999-03-15T06:15:02.678
139.03874, -4.94740,   -1192.80,1999-03-15T06:15:02.778
139.03807, -4.94230,   -1192.16,1999-03-15T06:15:02.878
139.03740, -4.93720,   -1187.14,1999-03-15T06:15:02.978
139.03674, -4.93210,   -1177.87,1999-03-15T06:15:03.078
139.01300, -4.74890,    -742.74,1999-03-15T06:15:06.678
139.01170, -4.73870,    -835.64,1999-03-15T06:15:06.878
139.01104, -4.73360,    -866.54,1999-03-15T06:15:06.978
139.01038, -4.72850,    -908.69,1999-03-15T06:15:07.078
138.99984, -4.64700,   -1444.62,1999-03-15T06:15:08.678
138.99916, -4.64190,   -1506.27,1999-03-15T06:15:08.778
138.99849, -4.63680,   -1556.59,1999-03-15T06:15:08.878
138.99783, -4.63170,   -1583.07,1999-03-15T06:15:08.978
138.99717, -4.62660,   -1595.82,1999-03-15T06:15:09.078
138.99385, -4.60120,   -1612.04,1999-03-15T06:15:09.578
137.87771, -4.60130,   -3872.52,1999-04-15T14:24:57.448
137.87444, -4.62680,   -3786.43,1999-04-15T14:24:57.948
137.87378, -4.63190,   -3735.36,1999-04-15T14:24:58.048
137.87313, -4.63700,   -3669.64,1999-04-15T14:24:58.148
137.87247, -4.64210,   -3626.85,1999-04-15T14:24:58.248
137.87182, -4.64720,   -3617.58,1999-04-15T14:24:58.348
137.86131, -4.72870,   -2927.17,1999-04-15T14:24:59.948
137.86064, -4.73380,   -2846.11,1999-04-15T14:25:00.048
137.85998, -4.73890,   -2754.31,1999-04-15T14:25:00.148
137.85931, -4.74400,   -2651.81,1999-04-15T14:25:00.248
137.85865, -4.74910,   -2594.69,1999-04-15T14:25:00.348
137.83475, -4.93270,     255.00,1999-04-15T14:25:03.948
137.83410, -4.93780,     290.31,1999-04-15T14:25:04.048
137.83345, -4.94290,     317.23,1999-04-15T14:25:04.148
137.83279, -4.94800,     338.68,1999-04-15T14:25:04.248
138.65302, -6.45980,      33.01,1999-05-02T13:17:06.317
138.65103, -6.44440,      43.52,1999-05-02T13:17:06.617
138.63047, -6.28610,    -486.47,1999-05-02T13:17:09.717
138.62981, -6.28100,    -533.31,1999-05-02T13:17:09.817
138.62915, -6.27590,    -588.28,1999-05-02T13:17:09.917
138.62849, -6.27080,    -702.27,1999-05-02T13:17:10.017
138.62784, -6.26570,    -742.73,1999-05-02T13:17:10.117
138.60710, -6.10770,   -1800.86,1999-05-02T13:17:13.217
138.60642, -6.10260,   -1818.63,1999-05-02T13:17:13.317
138.60575, -6.09750,   -1825.44,1999-05-02T13:17:13.417
138.60508, -6.09240,   -1831.23,1999-05-02T13:17:13.517
138.60440, -6.08730,   -1833.55,1999-05-02T13:17:13.617
138.58758, -5.96000,   -2020.47,1999-05-02T13:17:16.117
138.58624, -5.94980,   -2018.42,1999-05-02T13:17:16.317
138.58556, -5.94470,   -2077.54,1999-05-02T13:17:16.417
138.58489, -5.93960,   -2131.98,1999-05-02T13:17:16.517
138.56411, -5.78160,   -2389.48,1999-05-02T13:17:19.617
